,country,unmatched_forecast,forecast_freq,unmatched_sit,sit_freq
2397,,,,Lasadawaco,2.0
2398,,,,Las Khoreh (1110N/4812E),2.0
2399,,,,Burco (0932N/4532E),2.0
2400,,,,Onkhor (1046N/4610E),2.0
2401,,,,Togochale (0936N/4320E),2.0
2402,,,,Gebiley (0941N/4337E),2.0
2403,,,,Cunaqabad (0931N/4402E),2.0
2404,,,,0932N/ 4535E,2.0
2405,,,,Kenya,2.0
2406,,,,4533E,2.0
2407,,,,wadis,2.0
2408,,,,Meleden (1024N/4950E),2.0
2409,,,,Berbera (1025N/4500E),2.0
2410,,,,Hadaftimo (1044N/4807E),2.0
2411,,,,north,2.0
2412,,,,May. Fledging,2.0
2413,,,,Laguxidh (1025N/4328E),2.0
2414,,,,4707E,2.0
2415,,,,Garowe (0824N/4828E),2.0
2416,,,,Weeraar,2.0
2417,,,,md,2.0
2418,,,,Gabobe (0829N/4812E),2.0
2419,,,,Jubaland,2.0
2420,,,,Bay,2.0
2421,,,,4314E,2.0
2422,,,,Eleye (1056N/4707E),2.0
2423,,,,west of Hargeisa near Boroma,2.0
2424,,,,Meleden (1028N/4948E),2.0
2425,,,,Somalia,1.0
2426,,,,Galguduud between Galkayo (0646N/4725E) and Dusa Mareb (0532N/4623E),1.0
2427,ERITREA,western lowlands,69.0,Red Sea,72.0
2428,ERITREA,Massawa,29.0,Sudanese border,60.0
2429,ERITREA,Red Sea,24.0,Red Sea coast,56.0
2430,ERITREA,Karora,22.0,Massawa (1537N/3928E),48.0
2431,ERITREA,Sudanese border,12.0,Mehimet (1723N/3833E),48.0
2432,ERITREA,Red Sea coast,10.0,Karora (1745N/3820E),28.0
2433,ERITREA,Tio,8.0,Tio (1441N/4057E),28.0
2434,ERITREA,Mehimet,8.0,western lowlands,24.0
2435,ERITREA,north,7.0,Massawa,24.0
2436,ERITREA,Ethiopia,6.0,S,20.0
2437,ERITREA,Khor Baraka,6.0,Mersa Gulbub (1633N/3908E),19.0
2438,ERITREA,Gash Barka,5.0,Embere (1628N/3856E),18.0
2439,ERITREA,south,4.0,Shib (1551N/3903E),17.0
2440,ERITREA,Sudan,4.0,Wekiro (1548N/3918E),15.0
2441,ERITREA,Somalia,4.0,Asmara,14.0
2442,ERITREA,Sheib,4.0,Mersa Cuba (1616N/3911E),12.0
2443,ERITREA,Teseney,3.0,Shlshela (1553N/3906E),11.0
2444,ERITREA,Shlshela,3.0,Shlshela,11.0
2445,ERITREA,Shib,3.0,north,11.0
2446,ERITREA,Foro,3.0,south,11.0
2447,ERITREA,Ibb,2.0,Afabet (1612N/3841E),10.0
2448,ERITREA,north-,2.0,rst,10.0
2449,ERITREA,Sudanese border as,2.0,Sudan border,10.0
2450,ERITREA,western lowlands as,2.0,Ghelaelo (1507N/4004E),9.0
2451,ERITREA,Shelshela,2.0,Assab (1301N/4247E),8.0
2452,ERITREA,Ghelaelo,2.0,ﬁ,8.0
2453,ERITREA,Region,2.0,Naro (1626N/3840E),8.0
2454,ERITREA,Africa,2.0,Shelshela (1553N/3906E),8.0
2455,ERITREA,Locust,2.0,Djibouti border,8.0
2456,ERITREA,Khor Barka,2.0,Foro (1515N/3937E),7.0
2457,ERITREA,Mersa Fatma,2.0,African Migratory Locusts,7.0
2458,ERITREA,Red Sea coast between Mersa Cuba and Mersa Fatma as,1.0,Mehimet,7.0
2459,ERITREA,Red Sea coast between Massawa and Karora,1.0,inmid,6.0
2460,ERITREA,Sudan border,1.0,Shib,6.0
2461,ERITREA,Highlands,1.0,Mersa Gulbub,6.0
2462,ERITREA,south near Massawa,1.0,Plain (1555N/3910E),6.0
2463,ERITREA,Red Sea coast between Mehimet and Karora,1.0,Wekiro,6.0
2464,ERITREA,mst,1.0,Wakiro (1550N/3917E),6.0
2465,ERITREA,mve,1.0,Sudan,6.0
2466,ERITREA,Emberemi,1.0,Ethiopian border,6.0
2467,ERITREA,Asmara,1.0,ﬁ rst,6.0
2468,ERITREA,ed Sea coast near Shib,1.0,Akbanazouf Plain,6.0
2469,ERITREA,northwest,1.0,Karora,5.0
2470,ERITREA,Red Sea coast near Shib,1.0,Desert Locust,5.0
2471,ERITREA,Assab,1.0,of the Red Sea near Mehimet (1723N/3833E),5.0
2472,ERITREA,bymid,1.0,Sheib,4.0
2473,ERITREA,Embere,1.0,mst,4.0
2474,ERITREA,aboutmid,1.0,Sheb,4.0
2475,ERITREA,Danakil,1.0,of the Red Sea near Tio (1441N/4057E),4.0
2476,ERITREA,Eritrea,1.0,the Red Sea coast near Shib (1551N/3903E),4.0
2477,ERITREA,south near Sheb,1.0,Teseney (1506N/3639E),4.0
2478,ERITREA,west,1.0,Mersa Fatma (1454N/4018E),4.0
2479,ERITREA,Western,1.0,md,4.0
2480,ERITREA,Massawa as,1.0,Karora (1740N/3826E),4.0
2481,ERITREA,Yemen,1.0,Mersa Teklay (1734N/3851E),4.0
2482,ERITREA,md,1.0,Red Sea coast between Massawa (1537N/3928E) and Mehimet (1723N/3833E),4.0
2483,ERITREA,Baraka River,1.0,Red Sea coast between Mehimet (1723N/3833E) and Karora (1745N/3820E),4.0
2484,,,,instar,4.0
2485,,,,Mahmimet,4.0
2486,,,,Red Sea coast near Shlshela (1553N/3906E),4.0
2487,,,,3832E,3.0
2488,,,,African Migratory Locust,3.0
2489,,,,Shbah,3.0
2490,,,,Red Sea coast between Massawa (1537N/3928E) and Karora (1745N/3820E),3.0
2491,,,,the Red Sea coast near Mersa Gulbub (1633N/3908E),3.0
2492,,,,Meleet,3.0
2493,,,,Meleet (1730N/3845E),3.0
2494,,,,Irafayle,3.0
2495,,,,Naro,3.0
2496,,,,3949E,3.0
2497,,,,Mersa Gulbub (1622N/3910E),3.0
2498,,,,Naro Plains (1625N/3855E),3.0
2499,,,,Mersa Teclai (1730N/3850E),3.0
2500,,,,Wadi Gatmi (1752N/3830E),2.0
2501,,,,Wekiro (1559N/3914E),2.0
2502,,,,Red Sea coast between Assab (1301N/4247E) and Nakfa,2.0
2503,,,,Sudanese border as,2.0
2504,,,,the Red Sea coast near Shib,2.0
2505,,,,Ghelaelo Peninsula between Inghel (1528N/3953E) and Ghelaelo (1507N/4004E),2.0
2506,,,,Massawa between Inghel (1528N/3953E) and Tio (1441N/4057E),2.0
2507,,,,Thio (1445N/4055E),2.0
2508,,,,Adi,2.0
2509,,,,the Red Sea coast near S,2.0
2510,,,,Shbah (1542N/3903E),2.0
2511,,,,3730E,2.0
2512,,,,3842E,2.0
2513,,,,Bada,2.0
2514,,,,Afambo (1334N/4132E),2.0
2515,,,,M,2.0
2516,,,,Barka River,2.0
2517,,,,Emberemi,2.0
2518,,,,Meleet (17230N/3847E),2.0
2519,,,,Kerkebet,2.0
2520,,,,3855E,2.0
2521,,,,Shakat (1715N/3843E),2.0
2522,,,,the Red Sea coast near Mersa Cuba (1616N/3911E),2.0
2523,,,,the Red Sea coast near Shlshela (1553N/3906E),2.0
2524,,,,Karora (1745N/3820E) as,2.0
2525,,,,Foro (1516N/3936E),2.0
2526,,,,the western lowlands near Kerkebet (1618N/3724E),2.0
2527,,,,Red Sea coast between Massawa (1537N/3928E) and Assab (1301N/4247E),2.0
2528,,,,1545N,2.0
2529,,,,Adirbabo Plains (1640N/3850E),2.0
2530,,,,1640N/3828E).No,2.0
2531,,,,Akbanazouf Plain (1555N/3910E),2.0
2532,,,,Akbanazouf Plains (1557N/3912E),2.0
2533,,,,Akbanazouf Plains (1555N/3910E),2.0
2534,,,,Idd (1357N/4138E),2.0
2535,,,,Hirgigo(1532N/3927E,2.0
2536,,,,sq,2.0
2537,,,,Mahmimet (1719N/3832E),2.0
2538,,,,Sherbeck (1605N/3901E),2.0
2539,,,,south-east,2.0
2540,,,,Foro (1525N/39300E),2.0
2541,,,,Assab,2.0
2542,,,,coast t,2.0
2543,,,,Red Sea coast near Mehimet (1723N/3833E),2.0
2544,,,,Wadi Falkat,2.0
2545,,,,Danakil,2.0
2546,,,,Hasmet,2.0
2547,,,,Wonfobo (1500N/3947E),2.0
2548,,,,Foro (1519N/3933E),2.0
2549,,,,Khor Baraka near Kerkebet (1618N/3724E),2.0
2550,,,,Elsehwere,2.0
2551,,,,Red Sea coast between Mersa Gulbub (1633N/3908E) and Mehimet (1723N/3833E),2.0
2552,,,,Meleet (1730N/3846E),2.0
2553,,,,Marsa Gulgub (1614N/3908E),2.0
2554,,,,Akbanazouf Plains,2.0
2555,,,,Keren (1546N/3827E),2.0
2556,,,,Emberemi (1541N/3925E),2.0
2557,,,,W. Falkat,2.0
2558,,,,Asmara (1520N/3858E),2.0
2559,,,,Mahmimet (1723N/3833E),2.0
2560,,,,km2,2.0
2561,,,,the Red Sea coast near Karora (1745N/3820E),2.0
2562,,,,Western Lowlands,2.0
2563,,,,Mahmimet (1740N/3832E),2.0
2564,,,,Red Sea coast between Shib (1551N/3903E) and Afabet,2.0
2565,,,,Ghirmayka,2.0
2566,,,,Thio,2.0
2567,,,,the Sudanese border near Karora (1745N/3820E),2.0
2568,,,,Mersa Fatma (1452N/4018E),2.0
2569,,,,Barentu (1508N/3736E),2.0
2570,,,,Geleb Sagla (1707N/3853E),2.0
2571,,,,Keyh (1451N/3922E),2.0
2572,,,,Shrumkelib (1742N/3823E),2.0
2573,,,,Wadi Barka,2.0
2574,,,,Eritrea,2.0
2575,,,,m,2.0
2576,,,,Red Sea coast between Wekiro (1548N/3918E) and Embere (1628N/3856E),2.0
2577,,,,Adi Kuala (1438N/3850E),2.0
2578,,,,Bisses,2.0
2579,,,,Marsa Fatima (1452N/4018E),2.0
2580,,,,4217E,2.0
2581,,,,1–18,2.0
2582,,,,bush,2.0
2583,,,,1–10,2.0
2584,,,,Assab (1330N/4242E),2.0
2585,,,,Foro,2.0
2586,,,,south of Massawa near Emberemi (1540N/3923E),2.0
2587,,,,south of Massawa near Badda (1433N/4005E),2.0
2588,,,,Red Sea between Shlshela and Embere (1628N/3856E),2.0
2589,,,,coast,2.0
2590,,,,Shi,2.0
2591,,,,om Tio (1441N/4057E),2.0
2592,,,,assawa (1537N/3928E),2.0
2593,,,,Dahlak Islands,2.0
2594,,,,the western lowlands near Teseney (1506N/3639E),2.0
2595,,,,Areza (1454N/3845E),2.0
2596,,,,Embere,2.0
2597,,,,south of Massawa near Shlshela,2.0
2598,,,,Sh eib (1551N/3903E),2.0
2599,,,,south near Eddi (1352N/4136E),2.0
2600,,,,the western lowlands near Kerkebet,2.0
2601,,,,western lowlands between Teseney (1506N/3639E) and Kerkebet (1604N/3725E),2.0
2602,,,,Sheb (1551N/3903E),2.0
2603,,,,A,2.0
2604,,,,south of Massawa near Bada (1433N/4008E),2.0
2605,,,,aboutmid,2.0
2606,,,,south near Gheleb Sagla (1707N/3853E),2.0
2607,,,,fr,2.0
2608,,,,west,2.0
2609,,,,Plains,2.0
2610,,,,1542N/ 3902E,2.0
2611,,,,3905E,2.0
2612,,,,Red Sea Coast,2.0
2613,,,,km,2.0
2614,,,,Red Sea coast between Mehimet (1723N/3833E) and Tio (1441N/4057E),2.0
2615,,,,western lowlands between Golj (1444N/3643E) and Akurdet (1532N/3753E),2.0
2616,,,,Nacfa (1640N/3832E),2.0
2617,,,,of the Red Sea near Karora (1745N/3820E),2.0
2618,,,,3908E,2.0
2619,,,,northeast Ethiopia,2.0
2620,,,,Red Sea between Mehimet (1723N/3833E) and Karora (1745N/3820E),2.0
2621,,,,Buri Peninsula,2.0
2622,,,,Massawa (1536N/3927E),2.0
2623,,,,Red Sea coast between Afabet (1612N/3841E) and Mehimet (1723N/3833E),2.0
2624,,,,b (1551N/3903E),2.0
2625,,,,Nakfa (1640N/3828E),2.0
2626,,,,Kezan (1625N/3904E),2.0
2627,,,,north near Afabet (1612N/3841E),2.0
2628,,,,Mehimet (1723N/3833E) as,2.0
2629,,,,Sheib (1551N/3903E),2.0
2630,,,,Bulletin,2.0
2631,,,,Red Sea coast between Shlshela (1553N/3906E) and Sheb (1551N/3903E),2.0
2632,,,,W. Barka near Kerkebet (1618N/3724E),2.0
2633,,,,Debaysima,2.0
2634,,,,Wadi Teclai,2.0
2635,,,,north as Mehimet (1723N/3833E),2.0
2636,,,,Mersa Cuba,2.0
2637,,,,Red Sea coast between Shib (1551N/3903E) and Afabet (1612N/3841E),2.0
2638,ETHIOPIA,Dire Dawa,25.0,Dire Dawa (0935N/4150E),68.0
2639,ETHIOPIA,Jijiga,18.0,Dire Dawa,49.0
2640,ETHIOPIA,Ogaden,11.0,Jijiga (0922N/4250E),42.0
2641,ETHIOPIA,Ayasha,9.0,Somali border,40.0
2642,ETHIOPIA,Somalia,6.0,Tigray,29.0
2643,ETHIOPIA,Amhara,6.0,Somalia,26.0
2644,ETHIOPIA,Rift Valley,6.0,Ayasha (1045N/4234E),25.0
2645,ETHIOPIA,Tigray,5.0,Djibouti,24.0
2646,ETHIOPIA,Railway,5.0,Jijiga,20.0
2647,ETHIOPIA,Kenya,4.0,Amhara,20.0
2648,ETHIOPIA,Danakil,4.0,Jigjiga,16.0
2649,ETHIOPIA,Harar Highlands,4.0,Oromiya,12.0
2650,ETHIOPIA,Eritrea,4.0,Djibouti border,12.0
2651,ETHIOPIA,Djibouti,4.0,Harar (0919N/4206E),11.0
2652,ETHIOPIA,Locusta,4.0,northwest,10.0
2653,ETHIOPIA,Somali border,3.0,Borena,9.0
2654,ETHIOPIA,Oromiya,3.0,Warder (0658N/4520E),8.0
2655,ETHIOPIA,Somalia border,3.0,north,8.0
2656,ETHIOPIA,Sudan,3.0,Dawa,8.0
2657,ETHIOPIA,Afar,3.0,Rift Valley,8.0
2658,ETHIOPIA,north,2.0,Aysha (1045N/4234E),7.0
2659,ETHIOPIA,SNNP,2.0,west,7.0
2660,ETHIOPIA,Djibouti and Somali borders,2.0,K’efalo (0537N/4408E),7.0
2661,ETHIOPIA,Railway Area,2.0,km2,7.0
2662,ETHIOPIA,bymid,2.0,Somali,7.0
2663,ETHIOPIA,Harar,2.0,Mekele (1329N/3928E),7.0
2664,ETHIOPIA,east,1.0,Awash Valley,7.0
2665,ETHIOPIA,Afder,1.0,Afar,6.0
2666,ETHIOPIA,frommid,1.0,Degahbur,6.0
2667,ETHIOPIA,Somali and Kenyan border,1.0,Bale,6.0
2668,ETHIOPIA,Aysha,1.0,South Omo,6.0
2669,ETHIOPIA,Eastern Region,1.0,Kebri Dehar (0644N/4416E),6.0
2670,ETHIOPIA,northwest,1.0,Gode (0557N/4333E),6.0
2671,ETHIOPIA,Jigjiga,1.0,Afar Region,6.0
2672,ETHIOPIA,Awash Valley,1.0,ﬁ rst,6.0
2673,ETHIOPIA,Frommid,1.0,Harar Highlands,5.0
2674,ETHIOPIA,Red Sea coast,1.0,Bati (1111N/4001E),5.0
2675,ETHIOPIA,Shebele,1.0,Degeh Bur (0813N/4333E),5.0
2676,ETHIOPIA,inmid,1.0,Kenyan border,5.0
2677,ETHIOPIA,Teru,1.0,Teltele (0504N/3723E),5.0
2678,ETHIOPIA,May. Hoppers,1.0,Konso,5.0
2679,ETHIOPIA,SNNPR Region,1.0,south as,4.0
2680,ETHIOPIA,northeast,1.0,Axum (1407N/3843E),4.0
2681,ETHIOPIA,west,1.0,Negele (0520N/3935E),4.0
2682,ETHIOPIA,Denakil,1.0,southeast,4.0
2683,,,,km2 swarm,4.0
2684,,,,Ogaden,4.0
2685,,,,Lake Tana,4.0
2686,,,,Addis Ababa,4.0
2687,,,,SNNPR,4.0
2688,,,,Mega (0403N/3819E),4.0
2689,,,,rst,4.0
2690,,,,Somali Region,4.0
2691,,,,Gode,3.0
2692,,,,Arsi,3.0
2693,,,,Sifani (1216N/4021E),3.0
2694,,,,Kenya,3.0
2695,,,,North Omo,3.0
2696,,,,Jijiga (0916N/4246E),3.0
2697,,,,Konso (0520N/3726E),3.0
2698,,,,the Ogaden near Kebri Dehar (0644N/4416E),3.0
2699,,,,Nazreth (0831N/3915E),3.0
2700,,,,Harawa (0953N/3836E),3.0
2701,,,,Awash Valley near Mile (1123N/4052E),3.0
2702,,,,south,3.0
2703,,,,Shbele River,3.0
2704,,,,Dawa River,3.0
2705,,,,Awasa (0703N/3829E),2.0
2706,,,,Teru,2.0
2707,,,,Warder,2.0
2708,,,,Omo Valley,2.0
2709,,,,Lefaisa (0936N/4258E),2.0
2710,,,,Bulletin,2.0
2711,,,,Bati,2.0
2712,,,,Harerge,2.0
2713,,,,Somalia near Jijiga (0922N/4250E),2.0
2714,,,,Awbere (0947N/4311E),2.0
2715,,,,Eastern Region,2.0
2716,,,,Abdirkadi (1036N/4240E),2.0
2717,,,,Arba Minch (0602N/3733E),2.0
2718,,,,Degego (1029N/4233E),2.0
2719,,,,South Wello,2.0
2720,,,,the eastern lowlands near Aidara,2.0
2721,,,,Somalia near Teferi Ber (0947N/4313E),2.0
2722,,,,Serdo (1158N/4113E),2.0
2723,,,,Zalanbessa (1431N/3923E),2.0
2724,,,,Nazareth (0832N/3916E),2.0
2725,,,,Liben Zone,2.0
2726,,,,Fike,2.0
2727,,,,Gode as,2.0
2728,,,,Shebele River,2.0
2729,,,,Chinhahsan (0930N/4242E),2.0
2730,,,,eastern,2.0
2731,,,,Jima,2.0
2732,,,,Mego (1130N/4137E),2.0
2733,,,,Harar,2.0
2734,,,,El Kere (0550N/4205E),2.0
2735,,,,Jijiga (0922N/4250E) as,2.0
2736,,,,Aysha,2.0
2737,,,,Harer,2.0
2738,,,,Mekele (1330N/3929E),2.0
2739,,,,Danakil Desert,2.0
2740,,,,Arero (0445N/3849E),2.0
2741,,,,the Somali border near Borama,2.0
2742,,,,Dire,2.0
2743,,,,swarm,2.0
2744,,,,Somalia border,2.0
2745,,,,Region between Dire Dawa (0935N/4150E) and Ayasha (1045N/4234E),2.0
2746,,,,Korahe,2.0
2747,,,,Danakil Plain,2.0
2748,,,,Dewele (1102N/4237E),2.0
2749,,,,41E,2.0
2750,,,,the Shebele River near Gode (0557N/4333E),2.0
2751,,,,northeast,2.0
2752,,,,4300E,2.0
2753,,,,southwest,2.0
2754,,,,Unconﬁ,2.0
2755,,,,Abu Beker (0722N/4013E),2.0
2756,,,,Sudanese border,2.0
2757,,,,Dawa (0935N/4150E),2.0
2758,,,,of South Wello near Dessie (1107N/3938E),2.0
2759,,,,Kenya border,2.0
2760,,,,Eritrea,2.0
2761,,,,Harmukale (0949N/4208E),2.0
2762,,,,movesouth,2.0
2763,,,,Djibouti and Somalia borders,2.0
2764,,,,Bymid,2.0
2765,,,,K.a.t,2.0
2766,,,,Gamo Gofa near Konso (0520N/3726E),2.0
2767,,,,Railway,2.0
2768,,,,south-east,2.0
2769,,,,Derashi,2.0
2770,,,,Weldiya (1150N/3936E),2.0
2771,,,,Ganta Afeshum,2.0
2772,,,,Degehbur (0820N/4340E),2.0
2773,,,,West Harerghe,2.0
2774,,,,Durin g,2.0
2775,,,,1st-2nd,2.0
2776,,,,Fik,2.0
2777,,,,the Somali Region near Ayasha (1045N/4234E),2.0
2778,,,,Addis Ababa (0858N/3847E),2.0
2779,,,,Gane Geb (1230N/3947E),2.0
2780,,,,south-,2.0
2781,,,,Deghabur,2.0
2782,,,,Biye Gurgur (1022N/4239E),2.0
2783,,,,Rama (0357N/4111E),2.0
2784,,,,Harar Region,2.0
2785,,,,Mile (1123N/4052E),2.0
2786,,,,Gurage,2.0
2787,,,,Buldugum (1155N/4129E),2.0
2788,,,,Akwi (1350N/3653E),2.0
2789,,,,Asebe,2.0
2790,,,,Somali/ Djibouti border,2.0
2791,,,,Aisha (1044N/4234E),2.0
2792,,,,Eritrea border,2.0
2793,,,,Welo,2.0
2794,,,,May. Fledging,2.0
2795,,,,Bombai,2.0
2796,,,,Sudan,2.0
2797,,,,south of Kebri Dehar (0644N/4416E) near Kelafo (0524N/4410E),2.0
2798,,,,Ayasha (1045N/4234E) as,2.0
2799,,,,Afder,2.0
2800,,,,Turmi (0458N/3629E),2.0
2801,,,,Asbuli (0958N/4110E),2.0
2802,,,,Keﬁ cho,2.0
2803,,,,Kombolcha (1107N/3944E),2.0
2804,,,,of the Rift Valley near Konso (0520N/3726E),2.0
2805,,,,Borena Zone,2.0
2806,,,,SNNPR as,2.0
2807,,,,Teferi,2.0
2808,,,,Rift Valley near Konso (0520N/3726E),2.0
2809,,,,Aysha (1045N/4237E),2.0
2810,,,,Inmid,2.0
2811,,,,east of Axum (1407N/3843E) near Eritrea,2.0
2812,,,,md May.,2.0
2813,,,,Dolo (0410N/4203E),2.0
2814,,,,west of Addis Ababa near Jarso (0908N/3731E),2.0
2815,,,,Hado,2.0
2816,,,,AsbeTeferi (0903N/4043E),2.0
2817,,,,Moyale,2.0
2818,,,,Gambela,1.0
2819,,,,Ayasha,1.0
2820,,,,Bench,1.0
2821,,,,South,1.0
2822,DJIBOUTI,Somalia,9.0,Tadjourah (1147N/4253E),18.0
2823,DJIBOUTI,Ethiopia,7.0,Djibouti,18.0
2824,DJIBOUTI,Obock,5.0,Ali Sabieh (1109N/4242E),13.0
2825,DJIBOUTI,Eritrean border,5.0,Somali border,12.0
2826,DJIBOUTI,Somali border,4.0,Obock (1157N/4317E),10.0
2827,DJIBOUTI,east,4.0,Ethiopian border,9.0
2828,DJIBOUTI,northwest,3.0,Obock,5.0
2829,DJIBOUTI,Djibouti,3.0,Somalia,4.0
2830,DJIBOUTI,Gobaad,1.0,Tadjourah,4.0
2831,DJIBOUTI,Henle,1.0,Eritrean border,4.0
2832,DJIBOUTI,Yoboki,1.0,Obock (1154N/4317E),3.0
2833,DJIBOUTI,eastern Ethiopia,1.0,Moudo (1218N/4226E),2.0
2834,DJIBOUTI,As Eyla,1.0,northwest Somalia near Ali Sabieh (1109N/4242E),2.0
2835,,,,Ali Adde (1108N/4253E),2.0
2836,,,,Gobad Valley,2.0
2837,,,,Ethiopia,2.0
2838,,,,west,2.0
2839,,,,Lake Abhé (1115N/4149E),2.0
2840,,,,W. Beyadde,2.0
2841,,,,Ethiopian border as,2.0
2842,,,,W. Harrou (1105N/4223E) near Dikhil (1106N/4222E),2.0
2843,,,,Tadjoura (1149N/4256E),2.0
2844,,,,Tree Locust,2.0
2845,,,,Obock (1157N/4317E) as,2.0
2846,,,,Somali border between Holhol (1118N/4255E) and Ali Sabieh (1110N/4238E),2.0
2847,,,,the Gobaad Plains near Kouta Bouyya (1101N/4157E),2.0
2848,,,,Tadjourah coast,2.0
2849,,,,Henle Plains,2.0
2850,,,,Holhol (1118N/4255E),2.0
2851,,,,Arta (1132N/4251E),2.0
2852,,,,Arta (1131N/4251E),2.0
2853,,,,Somali border between Ali Olou (1121N/4307E) and Holhol (1118N/4255E),2.0
2854,,,,Kalaf,2.0
2855,,,,Yoboki (1130N/4206E),2.0
2856,,,,Khor Angar (1222N/4322E),2.0
2857,,,,north-east Tadjoura (1145N/4250E),2.0
2858,,,,Dikhil (1108N/4220E),2.0
2859,,,,Orobar (1154N/4308E),2.0
2860,,,,Ela (1100N/4206E),2.0
2861,,,,Eyla (1100N/4206E),2.0
2862,,,,west of Tadjourah (1147N/4253E) near Day (1146N/4238E),2.0
2863,,,,Somalia border,2.0
2864,KENYA,Ethiopia,4.0,Mandera (0356N/4151E),5.0
2865,KENYA,Isiolo,2.0,ﬁ rst,4.0
2866,KENYA,Marsabit,2.0,Somalia,4.0
2867,KENYA,Samburu,2.0,Meru,3.0
2868,KENYA,Somalia,1.0,Dawa River,3.0
2869,KENYA,North Eastern Province,1.0,Laikipia,3.0
2870,KENYA,Mandera,1.0,Mandera,3.0
2871,KENYA,aftermid,1.0,North Eastern Province,2.0
2872,KENYA,west as,1.0,Kopedo (0111N/3606E),2.0
2873,KENYA,west,1.0,south as,2.0
2874,KENYA,Turkana,1.0,west,2.0
2875,KENYA,frommid,1.0,the Tanzanian border near Mt. Kilimanjaro,2.0
2876,KENYA,Convergence Zone,1.0,Lake Turkana,2.0
2877,KENYA,north,1.0,swarm,2.0
2878,KENYA,Garissa,1.0,southwest,2.0
2879,KENYA,md,1.0,ﬁ,2.0
2880,KENYA,Turkana District,1.0,north,2.0
2881,KENYA,Moyale,1.0,the Ethiopian border near Moyale (0331N/3903E),2.0
2882,KENYA,south,1.0,Embu,2.0
2883,,,,Uganda,2.0
2884,,,,Tharaka,2.0
2885,,,,Rift Valley,2.0
2886,,,,Somalia border,2.0
2887,,,,Mandera District,2.0
2888,,,,m2,2.0
2889,,,,Wajir (0145N/4003E),2.0
2890,,,,southwest of Mandera near Karow (0353N/4141E),2.0
2891,,,,northwest,2.0
2892,,,,md,2.0
2893,,,,Samburu,2.0
2894,,,,Wajir (0144N/4003E),2.0
2895,,,,east near Mandera (0356N/4151E),2.0
2896,,,,Isiolo,2.0
2897,,,,south near Elwak (0249N/4056E),2.0
2898,,,,km2,2.0
2899,,,,Nairobi,2.0
2900,,,,El Wak (0248N/4056E),2.0
2901,,,,rst,2.0
2902,,,,Makueni,2.0
2903,,,,Garissa,2.0
2904,,,,Turkana,1.0
2905,,,,Lodwar (0307N/3535E),1.0
2906,,,,Marsabit,1.0
2907,,,,Wajir,1.0
2908,,,,south,1.0
2909,,,,Kenya,2.0
2910,,,,Moshi (0321S/3720E),2.0
2911,,,,Arusa (0322S/3642E),2.0
2912,UGANDA,Kenya,3.0,Kitgum (0318N/3253E),3.0
2913,UGANDA,Ethiopia,2.0,South Sudan border,3.0
2914,UGANDA,Frommid,1.0,Madi Opei,2.0
2915,,,,Soroti (0143N/3336E),2.0
2916,,,,Apoka (0344N/3344E),2.0
2917,,,,Mbale (0105N/3411E),2.0
2918,,,,north,2.0
2919,,,,Kenyan border,2.0
2920,,,,Lokung (0335N/3242E),2.0
2921,,,,of Amudat near Moroto (0231N/3439E),2.0
2922,,,,Moroto (0231N/3439E) as,2.0
2923,,,,Moroto (0231N/3439E),2.0
2924,,,,South Sudanese border,2.0
2925,,,,Kidepo Valley National Park,1.0
2926,,,,Karenga,1.0
2927,SAUDI ARABIA,Jizan,48.0,Red Sea,78.0
2928,SAUDI ARABIA,Red Sea,30.0,Jizan (1656N/4233E),69.0
2929,SAUDI ARABIA,Yemen,18.0,Red Sea coast,62.0
2930,SAUDI ARABIA,Sudan,13.0,Jeddah,42.0
2931,SAUDI ARABIA,Hail,10.0,Yenbo (2405N/3802E),39.0
2932,SAUDI ARABIA,Gassim,9.0,Hail (2731N/4141E),35.0
2933,SAUDI ARABIA,Jeddah,9.0,Jeddah (2130N/3910E),35.0
2934,SAUDI ARABIA,north,8.0,Lith (2008N/4016E),34.0
2935,SAUDI ARABIA,Dawasir,7.0,Gassim (2621N/4358E),30.0
2936,SAUDI ARABIA,Yenbo,7.0,Rabigh (2247N/3901E),30.0
2937,SAUDI ARABIA,Najran,7.0,Umm Lajj (2501N/3716E),28.0
2938,SAUDI ARABIA,south,7.0,ith (2008N/4016E),28.0
2939,SAUDI ARABIA,Wadi Dawasir,6.0,Asir Mountains,27.0
2940,SAUDI ARABIA,Empty,5.0,Jizan,27.0
2941,SAUDI ARABIA,Qunﬁ dah,5.0,unﬁ,26.0
2942,SAUDI ARABIA,Tabuk,5.0,Buraydah (2621N/4358E),26.0
2943,SAUDI ARABIA,interior,5.0,Lith,25.0
2944,SAUDI ARABIA,Duba,4.0,Qunﬁ dah (1909N/4107E),24.0
2945,SAUDI ARABIA,Rabigh,4.0,north,24.0
2946,SAUDI ARABIA,Qunfidah,4.0,L,23.0
2947,SAUDI ARABIA,west,4.0,Wadi Dawasir (2028N/4747E),22.0
2948,SAUDI ARABIA,Riyadh,4.0,Tabuk (2823N/3635E),22.0
2949,SAUDI ARABIA,Umm Al Melh,3.0,Khaybar (2542N/3917E),22.0
2950,SAUDI ARABIA,Red Sea between Qunﬁ dah and Jizan,3.0,Thuwal (2215N/3906E),21.0
2951,SAUDI ARABIA,Lith,3.0,Yemeni border,21.0
