,YEAR,MONTH,COUNTRY,SITUATION,FORECAST,REGION
5425,2007,JAN,OMAN,"No locusts were seen during surveys carried out on the Musandam Peninsula, the Batinah coast and in the Dhahera interior of the north during January.",No significant developments are likely.,CENTRAL REGION
5426,2007,JAN,BAHRAIN,,No significant developments are likely.,CENTRAL REGION
5427,2007,JAN,IRAQ,,No significant developments are likely.,CENTRAL REGION
5428,2007,JAN,ISRAEL,,No significant developments are likely.,CENTRAL REGION
5429,2007,JAN,JORDAN,,No significant developments are likely.,CENTRAL REGION
5430,2007,JAN,KENYA,,No significant developments are likely.,CENTRAL REGION
5431,2007,JAN,KUWAIT,,No significant developments are likely.,CENTRAL REGION
5432,2007,JAN,LEBANON,,No significant developments are likely.,CENTRAL REGION
5433,2007,JAN,PALESTINE,,No significant developments are likely.,CENTRAL REGION
5434,2007,JAN,QATAR,,No significant developments are likely.,CENTRAL REGION
5435,2007,JAN,SYRIA,,No significant developments are likely.,CENTRAL REGION
5436,2007,JAN,TANZANIA,,No significant developments are likely.,CENTRAL REGION
5437,2007,JAN,TURKEY,,No significant developments are likely.,CENTRAL REGION
5438,2007,JAN,UAE,,No significant developments are likely.,CENTRAL REGION
5439,2007,JAN,UGANDA,,No significant developments are likely.,CENTRAL REGION
5440,2007,JAN,IRAN,No reports were received during January.,Low numbers of adults could appear and small-scale breeding my occur in areas of earlier rainfall along the southeastern coast between Bandar Abbas and Gwatar.,EASTERN REGION
5441,2007,JAN,PAKISTAN,No locusts were reported in January.,Low numbers of adults could appear and breed on a small-scale in areas of earlier rainfall along the coast and perhaps in the interior of Baluchistan.,EASTERN REGION
5442,2007,JAN,INDIA,"During January, an isolated adult was seen copulating north of Bhuj (2312N/6954E) in the Rann of Kutch region in Gujarat. No locusts were seen during surveys carried out in Rajasthan.",No significant developments are likely.,EASTERN REGION
5443,2007,JAN,AFGHANISTAN,No reports received.,No significant developments are likely.,EASTERN REGION
5444,2007,JULY,MAURITANIA,"During July, isolated mature solitarious adults were present at a few places in the south – east of Kaedi (1612N/1332W) in Gorgol and south of Kiffa (1638N/1124W) in Assaba –  and in the southeast between Timbedra (1614N/0809W), Nema (1636N/0715W) and Oualata (1717N/0701W) in Hodh Ech Chargui.","Small-scale breeding will occur in the south and southeast, causing locust numbers to increase slightly.",WESTERN REGION
5445,2007,JULY,MALI,"No surveys were carried out, but an isolated solitarious adult was reported on 14 June along the Niger River southeast of Gao (1616N/0003W).","Scattered adults are likely to be present north of Tombouctou and in parts of the northeast (Timetrine, Tilemsi Valley, Adrar des Iforas and Tamesna). Small-scale breeding will occur in areas of recent rainfall, causing locust numbers to increase slightly.",WESTERN REGION
5446,2007,JULY,NIGER,No reports were received in July.,"Scattered adults are likely to be present in parts of Tamesna and perhaps in southeastern Air. Small-scale breeding will occur in areas of recent rainfall, causing locust numbers to increase slightly.",WESTERN REGION
5447,2007,JULY,CHAD,No surveys were carried out and no locusts were reported during June. No reports were received in July.,"Scattered adults are likely to be present in parts of the centre and northeast where small-scale breeding is expcted to occur in areas of recent rainfall, causing locust numbers to increase slightly.",WESTERN REGION
5448,2007,JULY,SENEGAL,No surveys were carried out and no locusts were reported during July.,No significant developments are likely.,WESTERN REGION
5449,2007,JULY,BENIN,,No significant developments are likely.,WESTERN REGION
5450,2007,JULY,BURKINA FASO,,No significant developments are likely.,WESTERN REGION
5451,2007,JULY,CAMEROON,,No significant developments are likely.,WESTERN REGION
5452,2007,JULY,CAPE VERDE,,No significant developments are likely.,WESTERN REGION
5453,2007,JULY,CÔTE D’IVOIRE,,No significant developments are likely.,WESTERN REGION
5454,2007,JULY,GAMBIA,,No significant developments are likely.,WESTERN REGION
5455,2007,JULY,GHANA,,No significant developments are likely.,WESTERN REGION
5456,2007,JULY,GUINEA BISSAU,,No significant developments are likely.,WESTERN REGION
5457,2007,JULY,GUINEA,,No significant developments are likely.,WESTERN REGION
5458,2007,JULY,LIBERIA,,No significant developments are likely.,WESTERN REGION
5459,2007,JULY,NIGERIA,,No significant developments are likely.,WESTERN REGION
5460,2007,JULY,SIERRA LEONE,,No significant developments are likely.,WESTERN REGION
5461,2007,JULY,TOGO,,No significant developments are likely.,WESTERN REGION
5462,2007,JULY,ALGERIA,"During July, no locusts were seen during surveys carried out in the central and southern Sahara near Adrar (2753N/0017W), Tamanrasset (2250N/0528E), Djanet (2434N/0930E) and along the Malian border near Bir Bou Mokhtar (2120N/0056E).",Isolated adults could appear in the south near Tamanrasset and Bir Bou Mokhtar and breed on a small scale if rainfall occurs.,WESTERN REGION
5463,2007,JULY,MOROCCO ,No locusts were reported during July.,No significant developments are likely.,WESTERN REGION
5464,2007,JULY,LIBYAN ARAB JAMAHIRIYA,"During July, an isolated solitarious mature adult was seen near Ghadames (3010N/0930E).",No significant developments are likely.,WESTERN REGION
5465,2007,JULY,TUNISIA,No surveys were carried out and no locusts were reported during July. ,No significant developments are likely.,WESTERN REGION
5466,2007,JULY,SUDAN,"On 19-25 July, limited surveys were carried out in the River Nile State where scattered mature solitarious adults were seen in the Baiyuda Desert between Atbara (1742N/3400E) and Merowe (1830N/3149E), in the Nile Valley south of Abu Hamed (1932N/3320E) and at one place east of Atbara. No surveys were carried out in the summer breeding areas in Darfur, Kordofan, White Nile or Kassala.","Small populations will persist in the River Nile State where laying and hatching will occur in August. Low numbers of adults are almost certainly present in the summer breeding areas in West and North Darfur, North Kordofan, White Nile and Kassala States where small-scale breeding is likely to be in progress. Breeding will continue during the forecast period, causing locust numbers to increase slightly. Surveys should be conducted in these areas on a regular basis.",CENTRAL REGION
5467,2007,JULY,ERITREA,"During July, no locusts were seen during surveys in the summer breeding areas in the western lowlands. On the Red Sea coast, mature adults were present and laying eggs during the ﬁ rst and third weeks of July at several places in the north between Mehimet (1723N/3833E) and the Sudanese border. Mature adults were also seen on the coast near Mersa Gulbub (1633N/3908E) and in the foothills near Afabet (1612N/3841E). No locusts were seen further south along the coast to Tio (1441N/4057E).","Small-scale breeding is likely to occur in the western lowlands and on the northern Red Sea coast between Mehimet and Karora, causing locust numbers to increase slightly.",CENTRAL REGION
5468,2007,JULY,ETHIOPIA,No locusts were seen during surveys carried out near Dire Dawa during the ﬁ rst half of July.,"Small residual adult populations my be present between Dire Dawa and northern Somalia. If conditions remain favourable, small-scale breeding could occur in areas of recent rainfall.",CENTRAL REGION
5469,2007,JULY,DJIBOUTI,No locusts were reported during July.,No significant developments are likely.,CENTRAL REGION
5470,2007,JULY,SOMALIA,No surveys were carried out and no locusts were reported after 1 July.,"Small residual adult populations my be present on the plateau between Boroma and Burao and perhaps on the coast near Berbera. If conditions remain favourable, small-scale breeding could occur in areas of recent rainfall.",CENTRAL REGION
5471,2007,JULY,EGYPT,No locusts were seen during surveys carried out in July near Lake Nasser between Abu Simbel (2219N/3138E) and Tushka (2247N/3126E).,No significant developments are likely.,CENTRAL REGION
5472,2007,JULY,SAUDI ARABIA,"During the second week of July, no locusts were seen on the Red Sea coast near Qunﬁ dah (1909N/4107E) or in previously infested areas in the interior near Buraydah (2621N/4358E) and Riyadh.",Scattered adults my appear on the southern coast of the Red Sea between Qunﬁ dah and Jizan and breed on a small scale in areas of recent rainfall. There is a very low possibility that a few swarms could arrive in these areas from Yemen.,CENTRAL REGION
5473,2007,JULY,YEMEN,"During July, egg laying and hatching continued within a large portion of the interior. The mst significant infestations were in remote wadis in the plateau north of W. Hadhramaut between Al Abr (1608N/4714E) and Thamud (1717N/4955E) where hoppers formed groups and bands at densities up to 400 hoppers/m2. Smaller infestations continued east to the Oman border at Shhan (1746N/5229E) and south to Hat (1719N/5205E). Hatching and band formation also occurred in wadis in the plateau south of W. Hadhramaut, in crops of W. Hadhramaut itself, and in the traditional breeding areas in Shbwah near Ataq (1435N/4649E) and Bayhan (1452N/4545E). Groups of solitarious and transiens immature and mature adults were scattered throughout mst of these areas. Although hopper development was not well synchronized, mst hoppers had reached fourth or ﬁ fth instar by the end of the  month and were ﬂ edging and forming groups of immature adults. From the 26th onwards, a few small immature swarms of up to 3 km2 in size were reported near W. Hadhramaut. Ground control operations commenced on 4 July and 18,591 ha were treated during July.Solitarious and transiens hoppers and adults were present on the desert plains about 100 km west of Al Abr, and mature solitarious adults were seen at a few places in the Al-Jawf region near Al Hazm (1609N/4447E).On the southern coast, late instar hoppers and a few groups and bands, mxed with solitarious and transiens mature adults, were present during the ﬁ rst decade of July near Seyhut (1512N/5115E) and in the interior near Al Ghaydah (1612N/5210E). Some mature adults were also seen on the coast near Mukalla (1431N/4908E).","Moderate numbers of small swarms will form during August as the remaining hoppers ﬂ edge in currently infested areas. As vegetation dries out, swarms are likely to movebetween Marib and the Oman border where they will mature in areas that remain green. If ()more() rainfall occurs, egg laying could start by the end of August with hatching and band formation in September. Most of the swarms are expected to stay in the interior but there is a slight risk that some swarms could moveto the Sana'a highlands and to the Red Sea coastal plains or to southern Oman.",CENTRAL REGION
5474,2007,JULY,OMAN,"During July, groups of solitarious and transiens hoppers of all instars mxed with solitarious, transiens and gregarious immature and mature adults were present along the Yemeni border near Maziuna (1750N/5239E). Some adults were copulating. Ground control teams treated 1,500 ha. No locusts were seen during surveys in the northern regions of Shrqiya and Batinah.","Unless further rainfall occurs, breeding will end and locust numbers will decline in the south along the Yemeni border. Nevertheless, there is a slight risk that some swarms could appear in this region from adjacent areas in Yemen.",CENTRAL REGION
5475,2007,JULY,BAHRAIN,,No significant developments are likely.,CENTRAL REGION
5476,2007,JULY,IRAQ,,No significant developments are likely.,CENTRAL REGION
5477,2007,JULY,ISRAEL,,No significant developments are likely.,CENTRAL REGION
5478,2007,JULY,JORDAN,,No significant developments are likely.,CENTRAL REGION
5479,2007,JULY,KENYA,,No significant developments are likely.,CENTRAL REGION
5480,2007,JULY,KUWAIT,,No significant developments are likely.,CENTRAL REGION
5481,2007,JULY,LEBANON,,No significant developments are likely.,CENTRAL REGION
5482,2007,JULY,PALESTINE,,No significant developments are likely.,CENTRAL REGION
5483,2007,JULY,QATAR,,No significant developments are likely.,CENTRAL REGION
5484,2007,JULY,SYRIA,,No significant developments are likely.,CENTRAL REGION
5485,2007,JULY,TANZANIA,,No significant developments are likely.,CENTRAL REGION
5486,2007,JULY,TURKEY,,No significant developments are likely.,CENTRAL REGION
5487,2007,JULY,UAE,,No significant developments are likely.,CENTRAL REGION
5488,2007,JULY,UGANDA,,No significant developments are likely.,CENTRAL REGION
5489,2007,JULY,IRAN,No reports were received during July.,No significant developments are likely.,EASTERN REGION
5490,2007,JULY,PAKISTAN,"During the second half of June, scattered maturing adults were west of Karachi near Uthal and in the summer breeding areas in the Khairpur Desert south of Rohri and in Cholistan Desert between Rahimyar Khan (2822N/7020E) and the Indian border.During the ﬁ rst half of July, scattered mature adults persisted in the above areas. No surveys were conducted in the Tharparkar Desert.","Small-scale breeding will cause locust numbers to increase in Tharparkar, Khairpur and Cholistan during the forecast period. There is a very low possibility that a few swarms could appear from Yemen via Oman in August.",EASTERN REGION
5491,2007,JULY,INDIA,"On 3 July, low numbers of immature and mature adults were seen on the coast of Gujarat in the Rann of Kutch near the Pakistani border. During the remainder of the  month, scattered solitarious adults were present in several districts (Jaisalmer, Bikaner, Barmer and Jodhpur) of Rajasthan where they matured and laid eggs.",Small-scale hatching will occur during August and cause locust numbers to increase slightly in Rajasthan. There is a very low possibility that a few swarms could appear from Yemen via Oman in August.,EASTERN REGION
5492,2007,JULY,AFGHANISTAN,No reports received.,No significant developments are likely.,EASTERN REGION
5493,2007,JUNE,MAURITANIA,No surveys were carried out and no locusts were reported during June.,"Small-scale breeding will occur in the south, probably initially in the two Hodhs, with the onset of the seasonal rains, causing locust numbers to increase slightly.",WESTERN REGION
5494,2007,JUNE,MALI,No surveys were carried out and no locusts were reported during June.,"Small-scale breeding will occur in the northeast (Tilemsi Valley, Adrar des Iforas and Tamesna) with the onset of the seasonal rains, causing locust numbers to increase slightly.",WESTERN REGION
5495,2007,JUNE,NIGER,No reports were received in June.,"Small-scale breeding will occur in Tamesna and perhaps in southeastern Air with the onset of the seasonal rains, causing locust numbers to increase slightly.",WESTERN REGION
5496,2007,JUNE,CHAD,No locusts were reported during the second half of May.,No significant developments are likely.,WESTERN REGION
5497,2007,JUNE,SENEGAL,No locusts were reported during June.,No significant developments are likely.,WESTERN REGION
5498,2007,JUNE,BENIN,,No significant developments are likely.,WESTERN REGION
5499,2007,JUNE,BURKINA FASO,,No significant developments are likely.,WESTERN REGION
5500,2007,JUNE,CAMEROON,,No significant developments are likely.,WESTERN REGION
5501,2007,JUNE,CAPE VERDE,,No significant developments are likely.,WESTERN REGION
5502,2007,JUNE,CÔTE D’IVOIRE,,No significant developments are likely.,WESTERN REGION
5503,2007,JUNE,GAMBIA,,No significant developments are likely.,WESTERN REGION
5504,2007,JUNE,GHANA,,No significant developments are likely.,WESTERN REGION
5505,2007,JUNE,GUINEA BISSAU,,No significant developments are likely.,WESTERN REGION
5506,2007,JUNE,GUINEA,,No significant developments are likely.,WESTERN REGION
5507,2007,JUNE,LIBERIA,,No significant developments are likely.,WESTERN REGION
5508,2007,JUNE,NIGERIA,,No significant developments are likely.,WESTERN REGION
5509,2007,JUNE,SIERRA LEONE,,No significant developments are likely.,WESTERN REGION
5510,2007,JUNE,TOGO,,No significant developments are likely.,WESTERN REGION
5511,2007,JUNE,ALGERIA,"During the first week of June, transiens fourth and fifth instar hoppers and immature and mature adults, at densities of up to 150 adults/bush, were present in one part of W. Saoura between Beni Abbes (3011N/0214W) and Adrar (2753N/0017W). Ground control operations treated 360 ha. Transiens mature adults were also seen in irrigated crops near Adrar. Local breeding occurred in both areas during May. During the last week of June, scattered mature solitarious adults were seen at one place southwest of Tamanrasset (2250N/0528E). No locusts were seen during surveys in June north of Beni Abbes, west of Djanet (2434N/0930E) and along the Malian border near Bir Bou Mokhtar (2120N/0056E).",Locusts should decline in W. Saoura but scattered adults and perhaps small groups my persist near Adrar. Low numbers of solitarious adults are likely to persist in the south and eventually breed on a small scale if rainfall occurs.,WESTERN REGION
5512,2007,JUNE,MOROCCO ,"During June, isolated immature solitarious adults were seen south of the Atlas Mountains near Merzouga (3105N/0400W) and in the Draa Valley at Ksar Chair (2908N/0759W) on the 19-25th. No locusts were seen near Guelmim (2859N/1003W).",No significant developments are likely.,WESTERN REGION
5513,2007,JUNE,LIBYAN ARAB JAMAHIRIYA,No surveys were carried out and no locusts were reported during June.,No significant developments are likely.,WESTERN REGION
5514,2007,JUNE,TUNISIA,No surveys were carried out and no locusts were reported during June.,No significant developments are likely.,WESTERN REGION
5515,2007,JUNE,SUDAN,"During the second decade of June, hopper bands of all instars, at densities of up to 13 hoppers/m2, were present in the Northern State in a few cropping areas south of the Nile Rive and Merowe (1830N/3149E). Ground control operations treated 157 ha. No surveys were carried out and no locusts were reported elsewhere in the summer breeding areas.","Small residual populations my persist in cropping areas near the Nile River in Northern State. Small-scale breeding will occur in parts of Kassala, Nile, Northern, Khartoum, White Nile, North Kordofan and North Darfur with the onset of the summer rains and cause locust numbers to increase slightly.",CENTRAL REGION
5516,2007,JUNE,ERITREA,A late report stated that a few individual locusts were seen in Asmara and perhaps in other towns in May. No locusts were seen during surveys carried out in the western lowlands on 26-30 June.,Scattered adults and perhaps a few small groups may be present in the highlands. These populations are expected to moveto the western lowlands and breed on small scale once the seasonal rains commence.,CENTRAL REGION
5517,2007,JUNE,ETHIOPIA,"During the first week of June, a few late instar hopper bands, at densities up to 110 hoppers/m2 and 2.5 ha in size, were still present in the Harawa (0953N/3836E) area near Dire Dawa from breeding that occurred during May. Fledging continued until aboutmid-month, and adults formed a few very small immature groups and swarms, up to 27 ha in size, that were seen to the east of Dire Dawa (0935N/4150E) and Harar (0919N/4206E). Ground control operations treated 116 ha. No locusts were seen after the 16th between Dire Dawa and the border of northern Somalia.  ","Small residual adult populations my be present between Dire Dawa and northern Somalia. If conditions remain favourable, these adults are likely to mature and lay eggs that could hatch by the end of the forecast period.",CENTRAL REGION
5518,2007,JUNE,DJIBOUTI,No locusts were reported during June.,No significant developments are likely.,CENTRAL REGION
5519,2007,JUNE,SOMALIA,"During the first week of June, small but dense late instar hopper bands persisted on the plateau between Boroma (0956N/4313E) and Hargeisa (0931N/4402E) and Shikh Abdaal (0957N/4441E) where breeding had occurred during May. Fledging and swarm formation were in progress. Crop damage was reported in some areas. Groups of mature adults were present on the coast near Berbera (1028N/4502E). Atmid-month, there were several reports of immature swarms over Hargeisa (0931N/4402E), followed by reports of swarms passing east of Erigavo (1040N/4720E) through the Gebi Valley and Golis Mountains in eastern Sanaag region, and reaching the Bari region near Bosaso (1118N/4910E) on the 23rd. Damage occurred to fruit trees in the Bosaso area. By the end of the  month, only scattered immature adults were present on the coast and escarpment near Berbera (1028N/4502E).","Although there is a good possibility that mny of the adults mved east along the plateau to the Bari region and beyond, small adult infestations are likely to remain between Boroma and Erigavo, mature and lay eggs that could hatch by the end of the forecast period. All efforts should be made to mnitor the situation carefully.",CENTRAL REGION
5520,2007,JUNE,EGYPT,"During the second decade of June, hatchlings and medium density first to fourth instar hopper bands were present near Lake Nasser between Abu Simbel (2219N/3138E) and Tushka (2247N/3126E) as well as in the Wadi Allaqi area (ca. 23N/31E) where local breeding occurred in May. Low to mdium densities of solitarious and transiens immature and mature adults were present. Some of the adults were copulating and laying eggs near Tushka. Ground control operations treated 45 ha. No locusts were seen in the Western Desert near Sh Oweinat or in the Red Sea coast.","In early July, hatching will occur near Tushka and fledging will take place near Allaqi and Abu Simbel. Consequently, small groups of adults could form during July. Some of the adults are likely to stay in areas where green vegetation is present near Lake Nasser while others could movesouth towards the summer breeding areas in Sudan.",CENTRAL REGION
5521,2007,JUNE,SAUDI ARABIA,"During the first half of June, numerous hopper bands of all instars, at densities up to 150 hoppers/m2, persisted in areas of previous breeding in the interior near Khaybar (2542N/3917E), south of Buraydah (2621N/4358E) and north of Wadi Dawasir (2028N/4447E). Ground and aerial operations treated 3,709 ha. No locusts were reported east of Buraydah and Riyadh (2439N/4646E) during the second half of the  month.","Locust numbers will continue to decline in the spring breeding areas in the interior. Any hopper band infestations that are not detected or controlled could form a few small swarms in early July and, by mid-month, these swarms my movesouth into the interior of Yemen or west across the Red Sea towards the summer breeding areas in Sudan. Thereafter, the situation should remain calm.",CENTRAL REGION
5522,2007,JUNE,YEMEN,"During June, significant breeding occurred within mst of the summer breeding areas in the interior between Marib (1527N/4519E) and Thamud (1717N/4955E). On the 6th, two immature swarms were seen northeast of Bayhan (1452N/4545E) that my have arrived from previous breeding on the coast near Seyhut (1512N/5115E). Solitarious and transiens adults were laying eggs in parts of Al-Jawf, Marib and Shbwah (1522N/4700E) regions. However, mst of the egg laying occurred between Al Abr (1608N/4714E) and Thamud, minly near Zamakh (ca. 1631N/4738E), Minwakh (1647N/4807E), W. Hazar (1744N/4901E) and W. Qirad (ca. 1650N/4919E). During the second half of the  month, there was an increasing number of reports of hatching and hoppers forming bands at densities up to 250 hoppers/m2. By the end of the  month, egg laying and hatching were still in progress, and some hoppers had reached the fourth instar. Lower numbers of transiens hoppers and mature adults were present east of Thamud to Remah (1727N/5034E), and scattered solitarious adults were seen on the coast near Al Ghaydah (1612N/5210E).","Locust numbers are likely to increase dramatically as a second generation of breeding continues in the interior between Marib and Thamud. Hatching and hopper band formation will continue during July. Fledging is expected to commence aboutmid-July and new swarms will form by the end of the  month and continue during August. Although the swarms my move within the larger summer breeding area, they are expected to remain between Marib and Thamud where they will mature. Another generation of egg laying could start by the end of August with hatching and band formation in September.",CENTRAL REGION
5523,2007,JUNE,OMAN,"During June, isolated hoppers were present on the 11th in the interior of Dhofar region near Maziuna (1750N/5239E) and the Yemen border.","Low to moderate numbers of locusts my be present in the interior of Dhofar near the Yemen border as well as on the Batinah coast. As both areas received heavy rains in June, small-scale breeding could occur during the forecast period. There is a high probability of a few swarms landing on the coast during the first week of July as they mgrate from   northern Somalia to Pakistan and India.",CENTRAL REGION
5524,2007,JUNE,BAHRAIN,,No significant developments are likely.,CENTRAL REGION
5525,2007,JUNE,IRAQ,,No significant developments are likely.,CENTRAL REGION
5526,2007,JUNE,ISRAEL,,No significant developments are likely.,CENTRAL REGION
5527,2007,JUNE,JORDAN,,No significant developments are likely.,CENTRAL REGION
5528,2007,JUNE,KENYA,,No significant developments are likely.,CENTRAL REGION
5529,2007,JUNE,KUWAIT,,No significant developments are likely.,CENTRAL REGION
5530,2007,JUNE,LEBANON,,No significant developments are likely.,CENTRAL REGION
5531,2007,JUNE,PALESTINE,,No significant developments are likely.,CENTRAL REGION
5532,2007,JUNE,QATAR,,No significant developments are likely.,CENTRAL REGION
5533,2007,JUNE,SYRIA,,No significant developments are likely.,CENTRAL REGION
5534,2007,JUNE,TANZANIA,,No significant developments are likely.,CENTRAL REGION
5535,2007,JUNE,TURKEY,,No significant developments are likely.,CENTRAL REGION
5536,2007,JUNE,UAE,,No significant developments are likely.,CENTRAL REGION
5537,2007,JUNE,UGANDA,,No significant developments are likely.,CENTRAL REGION
5538,2007,JUNE,IRAN,"On 2 June, ground control operations treated 60 ha of groups of immature and mature transiens adults, at densities of 1 adult/2m2, at three places on the southeast coast near Chabahar (2517N/6036E).","Adults my remain on the southeastern coast between Jask and Chabahar, mature and lay eggs in areas affected by cyclones Gonu and Yemyin. If so, locust numbers will increase during the forecast period. There is a slight risk of similar infestations in the interior between Kahnuj and Saravan. Regular surveys should be mintained to mnitor the situation.",EASTERN REGION
5539,2007,JUNE,PAKISTAN,"During the first half of June, locust numbers declined in the spring breeding areas in Baluchistan. Scattered groups of immature and mature adults, at densities up to 900 adults/ha, were reported from several places on the coast between Ormara (2512N/6438E) and Uthal (2548N/6637E). Scattered mature adults were also present at one place in the interior northeast of Panjgur (2658N/6406E). During the first week, some adults mved into the Indus Valley northwest of Mirpurkhas (2533N/6905E) and by y  the second week, scattered mature adults were seen in Cholistan between Rahimyar Khan (2822N/7020E) and the India border. Control operations treated 94 ha near Uthal. ","Low to moderate numbers of locusts my remain on the coast between Gwadar and Uthal, mature and lay eggs in areas affected by cyclones Gonu and Yemyin. If so, locust numbers will increase during the forecast period. Regular surveys should be mintained to monitor the situation. In the summer breeding areas, locust numbers will increase as breeding occurs in Tharparkar and Cholistan. There is high probability that several swarms could arrive on the coast of Sindh and perhaps Baluchistan by early July from the Horn of Africa and lay eggs shortly thereafter which could give rise to hopper bands.",EASTERN REGION
5540,2007,JUNE,INDIA,"During June, scattered immature and mature adults appeared in several districts (Jaisalmer, Barmer and Jodhpur) of Rajasthan. Egg laying occurred between Jodhpur (2618N/7308E) and Phalodi (2706N/7222E) on the 6th and north of Jaisalmer (2652N/7055E) on the 17th. ",Small-scale breeding will cause locust numbers to increase in Rajasthan and hatching will occur during the forecast period. There is high probability that several swarms could arrive by early July from the Horn of Africa and lay eggs shortly thereafter which could give rise to hopper bands.,EASTERN REGION
5541,2007,JUNE,AFGHANISTAN,No reports received.,No significant developments are likely.,EASTERN REGION
5542,2007,MAR,MAURITANIA,"During March, isolated solitarious hoppers and few maturing adults were seen in one area east of Akjoujt where breeding occurred in February near Grara de Tenemrourt (1945N/1325W). In the north, isolated immature solitarious adults were seen near Zouerate (2244N/1221W).",Isolated adults will persist in those areas that remain green in southwest Adrar and in parts of Tiris-Zemmour. No significant developments are likely.,WESTERN REGION
5543,2007,MAR,MALI,No locusts were reported in March.,Isolated adults my be present and could persist in the few wadis in the Adrar des Iforas that my remain green.,WESTERN REGION
5544,2007,MAR,NIGER,No reports were received in March.,Isolated adults my be present and could persist in the few places on the western side of the Air Mountains and near Iferouane that remain green.,WESTERN REGION
5545,2007,MAR,CHAD,No reports were received in March.,No significant developments are likely.,WESTERN REGION
5546,2007,MAR,SENEGAL,No locusts were reported during March.,No significant developments are likely.,WESTERN REGION
5547,2007,MAR,BENIN,,No significant developments are likely.,WESTERN REGION
5548,2007,MAR,BURKINA FASO,,No significant developments are likely.,WESTERN REGION
5549,2007,MAR,CAMEROON,,No significant developments are likely.,WESTERN REGION
5550,2007,MAR,CAPE VERDE,,No significant developments are likely.,WESTERN REGION
5551,2007,MAR,CÔTE D’IVOIRE,,No significant developments are likely.,WESTERN REGION
5552,2007,MAR,GAMBIA,,No significant developments are likely.,WESTERN REGION
5553,2007,MAR,GHANA,,No significant developments are likely.,WESTERN REGION
5554,2007,MAR,GUINEA BISSAU,,No significant developments are likely.,WESTERN REGION
5555,2007,MAR,GUINEA,,No significant developments are likely.,WESTERN REGION
5556,2007,MAR,LIBERIA,,No significant developments are likely.,WESTERN REGION
5557,2007,MAR,NIGERIA,,No significant developments are likely.,WESTERN REGION
5558,2007,MAR,SIERRA LEONE,,No significant developments are likely.,WESTERN REGION
5559,2007,MAR,TOGO,,No significant developments are likely.,WESTERN REGION
5560,2007,MAR,ALGERIA,"During March, isolated mature solitarious adults persisted in the west between Beni Abbes (3011N/0214W) and the Moroccan border. No locusts were seen in the central Sahara near Adrar, in the south near Tamanrasset or in the east near Djanet.",Scattered adults will persist near Beni Abbes and may be present at low number in other parts of the central Sahara. Small-scale breeding could occur in these areas with hatching in April and fledging in May.,WESTERN REGION
5561,2007,MAR,MOROCCO ,No locusts were reported during March.,No significant developments are likely.,WESTERN REGION
5562,2007,MAR,LIBYAN ARAB JAMAHIRIYA,"During March, isolated mature solitarious adults were present at Qarat Ghadames (2956N/0940E) and at one place in the Al Hamada Al Hamra near Al Nahya (2841N/1122E).",Scattered adults are expected to persist in those areas that remain green in the northwest and perhaps breed on a small scale.,WESTERN REGION
5563,2007,MAR,TUNISIA,No surveys were carried out and no locusts were reported during March.,No significant developments are likely.,WESTERN REGION
5564,2007,MAR,SUDAN,"During March, locust infestations persisted on the Red Sea coastal plains between the Tokar Delta and the Eritrean border. Groups of immature and mature solitarious and gregarious adults mxed with numerous small early instar hopper bands at densities of up to 2,000 hoppers/m2 were initially concentrated in a relatively small area of about 7 x 15 km between Agetai (1802N/3823E) and the border. Hoppers continued to form bands and, bymid-month, fledging had commenced. Thereafter, several small immature and mature swarms formed in the same area, some of which laid eggs. During the last week of March, there were nine reports of small immature swarms arriving from adjacent coastal areas in Eritrea and mst of the hopper bands had fledged except near Agetai where many large fifth instar bands were reported. Ground and aerial control operations treated 11,174 ha during March.In the Tokar Delta, only scattered solitarious immature and mature adults were present during the month. Although there was no indication that swarms had reached the delta, one mature swarm was reported to be laying eggs on the 25th about 10 km from its southern edge.","Hopper bands and swarms will continue to form on the Red Sea coastal plains between Agetai and the Eritrean border. Small-scale hatching will occur by mid-April and the resulting hoppers are likely to form a few small bands and fledge bymid-May. More swarms are expected to arrive from adjacent coastal areas in Eritrea in April. As vegetation continues to dry out, the swarms are likely to movenorth along the coast towards the Tokar Delta and Port Sudan as well as inland towards the Red Sea Hills and the Nile Valley. Some swarms could cross the Red Sea to the Saudi Arabian coast. All efforts should be made to mnitor the situation closely and mintain the necessary control operations.",CENTRAL REGION
